PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
37582307,Mixed longitudinal and cross-sectional analyses of deep gray matter and white matter using diffusion weighted images in premanifest and manifest Huntingtons disease,humans,manifest Huntington's disease;Healthy controls;pre-manifest Huntington's disease,diffusion weighted MRI,,,single study,FA;MD,,change-point analysis;linear regression;sigmoidal regression,no mention,DTI metrics vs CAP scores;pre-manifest and manifest Huntington's disease participants vs healthy controls,yes,yes,no,
35612774,Association of cerebral microvascular dysfunction and white matter injury in Alzheimers disease,humans,patients with mixed microvascular and AD pathology;Alzheimer's disease,Anatomical MRI,,,single study,,,,,Association between vasodilator dysfunction of WM-penetrating arterioles and white matter injury/WM integrity in Alzheimer's disease and mixed microvascular pathology,no,yes,yes,Alzheimers Disease
35908307,Determining the OPTIMAL DTI analysis method for application in cerebral small vessel disease,humans,Cerebral small vessel disease,diffusion weighted MRI;diffusion MRI,,,single study,DSEG θ;MD;PC1;MD median;Geff;PSMD,,Cox proportional-hazard regression;logistic regression;linear regression,no mention,Determine the optimal DTI analysis method for application in cerebral small vessel disease; association with cognitive function and prediction of incident dementia conversion,yes,yes,yes,Cerebral Small Vessel Disease
26236629,White matter tract signatures of impaired social cognition in frontotemporal lobar degeneration,humans,Healthy controls;semantic variant primary progressive aphasia;behavioural variant frontotemporal dementia,diffusion MRI;Anatomical MRI,Fornix;Uncinate Fasciculus;Anterior Thalamic Radiation,,single study,,,correlation,decrease,behavioural variant frontotemporal dementia and semantic variant primary progressive aphasia patients vs healthy controls,yes,yes,yes,Dementia;Behavioral Variant Frontotemporal Dementia;Primary Progressive Aphasia
29084064,OPINION New insights into cerebral small vessel disease and vascular cognitive impairment from MRI,humans,Vascular Cognitive Impairment;Cerebral Small Vessel Disease;Dementia,diffusion MRI;Anatomical MRI,,,review,MD,,histogram analysis;correlation;regression;graph theory-based analysis,no mention,early diagnosis of cerebral small vessel disease using MRI measures of blood flow and blood-brain barrier integrity;linking small vessel disease with cognitive impairment using MRI measures of brain connectivity and white matter microarchitecture,yes,yes,yes,Vascular Cognitive Impairment and Dementia;Cerebral Small Vessel Disease;Dementia
33935073,Structural gray and white matter correlates of awareness in Alzheimers disease,humans,Alzheimer's disease,diffusion MRI;Anatomical MRI,,FreeSurfer;FSL;ExploreDTI,single study,FA;MD;AD;RD,,correlation,decrease;increase,awareness in Alzheimer's disease vs cortical thickness and white matter microstructure,yes,yes,yes,Alzheimers Disease
23161191,Diffusion tensor imaging in Alzheimer disease and mild cognitive impairment Obrazowanie tensora dyfuzji u pacjentów z chorob¹ Alzheimera i ³agodnymi zaburzeniami poznawczymi,humans,Mild Cognitive Impairment;Alzheimer's disease,diffusion weighted MRI;diffusion MRI,,,review,,,,decrease,"Whole-brain diffusion analysis versus region-specific (tract) analysis;Use of DTI to evaluate white matter integrity in Alzheimer's disease and MCI;Differential diagnosis between AD, MCI and other cognitive disorders",no,yes,yes,Mild Cognitive Impairment;Dementia;Alzheimers Disease
36854050,Local white matter abnormalities in Parkinsons disease with mild cognitive impairment: Assessed with neurite orientation dispersion and density imaging,humans,Parkinson's disease with mild cognitive impairment;Parkinson's disease with normal cognition;Healthy controls,diffusion MRI;NODDI;DTI,Thalamo-Prefrontal;Cingulum Bundle,,single study,NDI;ODI,,along-tract analysis;correlation;ROC analysis,decrease,PD-MCI vs PD-NC;PD-MCI vs Healthy controls,yes,yes,no,Parkinson Disease;Mild Cognitive Impairment
31306117,Relationships Between Diffusion Tensor Imaging and Cerebrospinal Fluid Metrics in Early Stages of the Alzheimers Disease Continuum,humans,Alzheimers disease;Mild Cognitive Impairment;Preclinical stage;Dementia,diffusion weighted MRI;diffusion MRI,,,review,,,,no mention,relationship between DTI measures of white matter microstructure and cerebrospinal fluid (CSF) biomarkers across the early Alzheimers disease continuum,yes,yes,yes,Prodromal Alzheimers Disease;Mild Cognitive Impairment;Dementia;Alzheimers Disease
25367029,White matter involvement in sporadic Creutzfeldt-Jakob disease,humans,Healthy controls;sporadic Creutzfeldt-Jakob disease,Diffusion tensor imaging;diffusion weighted MRI;Anatomical MRI,Global,FreeSurfer,single study,RD;MD;AD;FA,3D-T1,multiple comparisons correction;visual assessment;tract-based spatial statistics;parcellation,decrease,MRI findings correlated with histopathology;sporadic Creutzfeldt-Jakob disease patients vs healthy controls,yes,yes,no,
28222523,U n c o r r e c t e d A u t h o r P r o o f,humans,Healthy controls;Down syndrome,diffusion MRI;DTI,,,single study,FA,,,decrease,Down syndrome patients vs healthy controls;Detecting degenerative white matter alterations before clinical dementia in Down syndrome,yes,yes,yes,Dementia
28978655,Change in multimodal MRI markers predicts dementia risk in cerebral small vessel disease,humans,Lacunar stroke;Small Vessel Disease,diffusion MRI;Anatomical MRI,,,single study,MD,,linear mixed effects;correlation;classification,decrease,Whether change in MRI measures including DTI predicts cognitive decline and progression to dementia in patients with small vessel disease,yes,yes,yes,Cerebral Small Vessel Disease;Dementia
21971468,DTI Analyses and Clinical Applications in Alzheimers Disease,humans,symptomatic non-demented individuals;Healthy controls;Alzheimer's disease,diffusion MRI,,,review,,,,no mention,predict progression in symptomatic non-demented individuals;clinical applications of DTI in Alzheimer's disease;Alzheimer's patients vs controls,yes,yes,yes,Alzheimers Disease
25340651,Deep White Matter in Huntingtons Disease,humans,Huntington's disease (HD);Presymptomatic Huntington's disease (Pre-HD);Healthy controls,Diffusion Tensor Imaging;T2-weighted MRI;Magnetic Resonance Imaging,,,single study,RD;AD;FA,,,decrease;increase,Pre-HD vs HD patients;Pre-HD vs Healthy controls,yes,yes,no,
38365046,Cognitively healthy APOE44 carriers show white matter impairment associated with serum NfL and amyloid-PET,humans,APOE34;APOE44;cognitively healthy;APOE33,PET;diffusion MRI,body of corpus callosum;Cingulate Cingulum,,single study,FA;MD;AD;RD,,correlation;ANCOVA,decrease,APOE44 carriers vs APOE34 and APOE33;association of white matter impairment with amyloid-PET and serum NfL,yes,yes,no,Alzheimers Disease
26691551,White matter structure alterations in HIV-1-infected men with sustained suppression of viraemia on treatment,humans,Healthy controls;HIV-1-infected men,diffusion MRI;DTI,,TBSS,single study,FA;MD,,,decrease;increase,HIV-1-infected patients vs HIV-uninfected controls,yes,yes,no,
33032831,Cerebral microinfarcts disruption of remote cortical thickness,humans,Cerebral microinfarcts,diffusion weighted MRI;diffusion MRI;Anatomical MRI,,,single study,,,,decrease,Effect of CMIs on cortical thickness in remote brain areas;CMI lesional tract vs contralateral non-lesional tract,yes,yes,no,
30502079,NeuroImage: Clinical,humans,Alzheimer's disease,diffusion tensor imaging;diffusion MRI,,,single study,FA;MD,,regression,decrease;increase,Association between CSF AD biomarkers and longitudinal white matter microstructural changes,yes,yes,yes,Alzheimers Disease
32925045,White Matter Changes on Diffusion Tensor Imaging in the FINGER Randomized Controlled Trial,humans,control group;multidomain intervention group;at-risk older individuals,diffusion MRI;DTI,,,single study,F2;MD;AxD;FA;RD;F1,,correlation;between-group comparison,decrease;no change,Effect of multidomain lifestyle intervention vs control on white matter microstructure and cognition in at-risk older individuals;Association between white matter changes and cognitive changes,yes,yes,yes,
33551234,Association of White Matter Integrity with Executive Function and Antidepressant Treatment Outcome in Patients with Late Life Depression,humans,Late-life depression;Older adults,Diffusion Tensor Imaging (DTI);diffusion MRI,,Tract-Based Spatial Statistics (TBSS),single study,,,correlation,no mention,association of white matter integrity with executive function and antidepressant treatment outcome in late-life depression,yes,yes,no,
33454416,Proximity to dementia onset and multi-modal neuroimaging changes: The prevent-dementia study,humans,APOE-ε4 carriers;First-degree relatives of people with dementia;Cognitively normal midlife adults,FLAIR;diffusion weighted MRI;Arterial Spin Labeling;Anatomical MRI,Corpus Callosum,FreeSurfer;FSL-BASIL;SPM Sandwich Estimator Toolbox;DTI-TK,single study,FA;RD,,voxelwise analysis;interaction;TFCE FWER;regression,decrease,Influence of APOE-ε4 status on imaging changes with proximity to estimated dementia onset;Associations between estimated years to onset (EYO) and neuroimaging biomarkers in first-degree relatives of people with dementia,yes,yes,yes,Dementia;Alzheimers Disease
30659829,"White matter lesions, cerebral inflammation and cognitive function in a mouse model of cerebral hypoperfusion",mice,,,,,single study,,,,no mention,BCAS effects on cognition and white matter integrity in mice,no,no,yes,Vascular Dementia
19828477,A comparative analysis of cognitive profiles and white-matter alterations using voxel-based diffusion tensor imaging between patients with Parkinsons disease dementia and dementia with Lewy bodies,humans,Healthy controls;Dementia with Lewy bodies;Parkinson's disease dementia,diffusion tensor imaging;diffusion MRI,posterior cingulate,,single study,FA,,voxel-based analysis,decrease,Dementia with Lewy bodies vs controls;Parkinson's disease dementia vs dementia with Lewy bodies;Parkinson's disease dementia vs controls,yes,yes,yes,Lewy Body Dementia;Parkinson'S Disease Dementia
27624391,Diffusion imaging studies of Huntingtons disease: A meta-analysis,humans,Healthy controls;Pre-symptomatic Huntington's disease;Symptomatic Huntington's disease,diffusion MRI;DTI,,,review,FA;MD;AD;RD,,meta-regression;sensitivity analysis;random-effects model,decrease;increase,Symptomatic Huntington's disease vs Healthy controls;Pre-symptomatic Huntington's disease vs Healthy controls,yes,yes,no,
21843379,Other magnetic resonance imaging techniques,humans,Dementia;memory clinic patients,fMRI;DTI;Anatomical MRI;diffusion MRI;MRS,,,review,,,,no mention,comparing different types of dementia,no,no,yes,
23919775,An official website of the United States government Heres how you know,,Alzheimer's disease,fMRI;Arterial Spin Labeling;Anatomical MRI;Susceptibility Weighted Imaging;Diffusion Tensor Imaging (DTI);Chemical Shift Imaging;diffusion MRI;Magnetic Resonance Elastography;Magnetic Resonance Spectroscopy,,,review,,,,no mention,MRI variants applied to Alzheimers disease,yes,no,yes,Alzheimers Disease
19419776,Alzheimers disease (AD) and executive dysfunction. A case-control study on the significance of frontal white matter changes detected by diffusion tensor imaging (DTI),humans,controls;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,single study,,,,,Alzheimer's patients vs controls;Alzheimer's disease and executive dysfunction,yes,yes,yes,Alzheimers Disease
32924608,Degeneration of gray and white matter differs between hypometabolic and hypermetabolic brain regions in a patient with ALS-FTD: a longitudinal MRI 2 PET multimodal study,humans,ALS-FTD,PET;diffusion MRI;Anatomical MRI,,,single study,,,graph theory-based network analysis;longitudinal analysis,decrease,Differential degeneration of gray matter and white matter in hypometabolic versus hypermetabolic brain regions in ALS-FTD,yes,yes,yes,Frontotemporal Dementia
30063250,In Vivo Characterization of White Matter Pathology in Premanifest Huntingtons Disease,humans,Healthy controls;Premanifest Huntingtons disease,Neurite orientation dispersion and density imaging (NODDI);Diffusion Tensor Imaging;diffusion weighted MRI;MRI;diffusion MRI,Corpus Callosum - Genu;body of corpus callosum,,single study,NDI;ODI,,correlation;group comparison,decrease;increase,Premanifest Huntingtons disease vs Healthy controls,yes,yes,no,
39934085,Neuroimaging Findings in Nondemented Frail Individuals: A Systematic Review,humans,at-risk individuals;nondemented frail individuals;robust individuals;prefrail individuals,fMRI;DTI;PET;Anatomical MRI;diffusion MRI,,,review,FA;AD;RD,,correlation;group comparison,decrease,frailty severity correlations with neuroimaging markers;nondemented frail individuals vs robust individuals;prefrailty vs robust individuals,yes,yes,no,
29159043,NeuroImage: Clinical,humans,Alzheimer's disease;Down syndrome,FDG-PET;EEG;PET;Anatomical MRI;diffusion MRI,,,review,,,,no mention,relationship between cognitive decline and neuroimaging changes in Down syndrome and Alzheimer's disease,yes,yes,yes,Dementia;Alzheimers Disease
31030675,White Matter Damage in the Semantic Variant of Primary Progressive Aphasia,humans,Semantic variant Primary Progressive Aphasia;Healthy controls,diffusion MRI;Anatomical MRI,External Capsule;Cingulum;Uncinate Fasciculus,FreeSurfer,single study,FA,,Wilcoxon rank-sum test,decrease,Semantic variant primary progressive aphasia patients vs healthy controls,yes,yes,yes,Primary Progressive Aphasia
