PMID,title,subjects,patient_groups,imaging_modalities,whitematter_tracts,analysis_software,study_type,diffusion_measures,template_space,results_method,white_integrity,question_of_study,DTI_study,Human_study,Dementia_study,Disease_study
23432714,Diffusion Tensor Imaging to Determine Effects of Antidementive Treatment on Cerebral Structural Connectivity in Alzheimers Disease,humans,Alzheimer's disease,diffusion MRI,,,review,,,,,,no,no,no,Alzheimers Disease
36063346,Multi-modality MRI for Alzheimers disease detection using deep learning,humans,mild cognitive impairment;cognitively normal;Alzheimer's disease,diffusion MRI;Anatomical MRI,,,single study,FA;MD,,,,AD versus MCI;AD versus cognitively normal;MCI versus cognitively normal,yes,yes,yes,Alzheimers Disease
21182970,DTI measures in crossing-fibre areas: Increased diffusion anisotropy reveals early white matter alteration in MCI and mild Alzheimers disease,humans,Mild cognitive impairment;Healthy controls;Alzheimer's disease,diffusion MRI,Cingulum Bundle;Uncinate Fasciculus;Superior Longitudinal Fasciculus;Corpus Callosum,,single study,mode of anisotropy,,,increase,AD patients vs healthy subjects;MCI patients vs healthy subjects,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
31279793,Behavioural Brain Research,humans,Healthy controls,diffusion MRI,Left Inferior Frontooccipital Fasciculus;Left Uncinate Fasciculus;Left Forceps Major;Left Superior Longitudinal Fasciculus;Left Anterior Corona Radiata;Left Inferior Longitudinal Fasciculus;Left Anterior Thalamic Radiation,FSL,single study,FA;MD,,longitudinal TBSS,decrease,aerobic exercise effect on white matter microstructure in aging,yes,yes,no,
28108320,Modulation on brain gray matter activity and white matter integrity by APOE 4 risk gene in cognitively intact elderly: A multimodal neuroimaging study,,,,,,single study,MD;AD,,,,,no,no,no,
34581847,F-florbetapir PET as a marker of myelin integrity across the Alzheimers disease spectrum,humans,Aβ-positive cognitively impaired;cognitively normal;Aβ-negative cognitively impaired,PET;diffusion MRI;MRI,,,single study,,,linear mixed models,decrease,AD-continuum individuals,yes,yes,yes,Alzheimers Disease
26923015,White Matter Abnormalities Track Disease Progression in PSEN1 Autosomal Dominant Alzheimers Disease,humans,asymptomatic (AMC);symptomatic (SMC);PSEN1 mutation carriers;non-carriers (NC),diffusion MRI;Anatomical MRI,Corona Radiata;Corpus Callosum,,single study,FA;MD;AxD;RD,,correlation,decrease,mutation carriers vs non-carriers,yes,yes,yes,Alzheimers Disease
34961443,White Matter Microstructure is Associated with Serum Clusterin and Everyday Functioning in a Sample of Nondemented Older Adults,humans,nondemented older adults,MRI,Posterior Thalamic Radiation;Posterior Internal Capsule;Superior Longitudinal Fasciculus;External Capsule;Anterior Internal Capsule,,single study,FA,,multiple linear regression,decrease,serum clusterin levels vs WM metrics,yes,yes,no,
27384985,Quantitative T2 mapping of white matter: applications for ageing and cognitive decline,humans,Alzheimers disease;Mild cognitive impairment;Healthy controls,diffusion MRI;MRI,,,single study,,,tract-based spatial statistics,no mention,Alzheimers disease vs Mild cognitive impairment vs Healthy controls,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
39294052,"Integrative MR Imaging Interpretation in Cognitive Impairment with Alzheimers Disease, Small Vessel Disease, and Glymphatic Function-Related MR Parameters",humans,Cognitive impairment;Small vessel disease;Alzheimer's disease,diffusion MRI;Anatomical MRI,,Neurophet AQUA,single study,DTI-ALPS,,logistic regression;Chi-square automatic interaction detection,,cognitive impairment stages,yes,yes,yes,Alzheimers Disease;Small Vessel Ischemic Disease
34775867,White matter damage due to pulsatile versus steady blood pressure differs by vascular territory: A cross-sectional analysis of the UK Biobank cohort study,humans,,diffusion MRI;DTI,Global,,single study,MD,,linear models,,,yes,yes,no,
22700749,FLAIR and Diffusion MRI Signals Are Independent Predictors of White Matter Hyperintensities,humans,mild cognitive impairment;cognitively healthy;Alzheimer's disease,FLAIR;diffusion MRI,,,single study,FA,MDT,logistic regression,decrease,cognitively healthy vs Alzheimer's disease and mild cognitive impairment,yes,yes,yes,Mild Cognitive Impairment;Alzheimers Disease
24448846,White matter integrity and cognition in Parkinsons disease: a cross-sectional study,humans,non-demented Parkinson's disease;healthy elderly normal controls;patients with mild cognitive impairment due to incipient Alzheimer's disease,diffusion MRI,Global,TBSS,single study,FA;RD,,correlation,decrease,Parkinson's disease patients vs healthy controls,yes,yes,no,Parkinson Disease;Mild Cognitive Impairment
39214853,Temporal dynamics of white and gray matter plasticity during motor skill acquisition: a comparative diffusion tensor imaging and multiparametric mapping analysis,humans,Healthy controls,diffusion tensor imaging;multiparametric mapping MRI,,,single study,,,,,,yes,yes,no,
25610761,Increased cortical curvature reflects white matter atrophy in individual patients with early multiple sclerosis,humans,Healthy controls;multiple sclerosis;Alzheimer's disease,diffusion MRI,,,single study,FA,,correlation;discriminant analysis,decrease,MS patients vs controls,yes,yes,no,Alzheimers Disease
26443926,Neuropsychiatry and White Matter Microstructure in Huntingtons Disease,humans,Huntington's disease,diffusion MRI,Corpus Callosum - Splenium,Tract-Based Spatial Statistics,single study,FA,,regression,decrease,depression scores vs FA;irritability scores vs FA,yes,yes,no,none
29158187,White Matter Structural Integrity and Trans-Cranial Doppler Blood Flow Pulsatility in Normal Aging,humans,,MRI,,,single study,FA,,,decrease,adults over 70 years old,yes,yes,no,
19376246,White matter abnormalities revealed by diffusion tensor imaging in non-demented and demented HIV patients,humans,HIV associated dementia;Healthy controls;HIV non-demented,diffusion MRI,Corpus Callosum,,single study,FA;MD;AD;RD,,Whitney U test,increase,HND patients vs healthy controls;HAD patients vs HND patients,yes,yes,yes,Dementia
24330534,The Role of Diffusion Tensor Imaging in Detecting Microstructural Changes in Prodromal Alzheimers Disease,humans,Prodromal Alzheimer's disease;Cognitively normal elderly,diffusion MRI,,,single study,FA;MD,,region-of-interest;voxel-based analysis;tract-based spatial statistics,decrease,prodromal Alzheimer's patients vs cognitively normal elderly,yes,yes,yes,Prodromal Alzheimers Disease
29226864,Cardiorespiratory Fitness and White Matter Neuronal Fiber Integrity in Mild Cognitive Impairment,humans,amnestic MCI patients;cognitively normal older adults,diffusion MRI,,,single study,,,,,cardiorespiratory fitness and WM fiber integrity in MCI,yes,yes,no,
26484929,Divergent Longitudinal Propagation of White Matter Degradation in Logopenic and Semantic Variants of Primary Progressive Aphasia,humans,logopenic variant primary progressive aphasia;semantic variant primary progressive aphasia;healthy controls,diffusion weighted MRI,Inferior Longitudinal Fasciculus;Uncinate Fasciculus,TBSS;DTI-TK,single study,,,,decrease,logopenic variant PPA vs semantic variant PPA,yes,yes,yes,Primary Progressive Aphasia
34888964,Microstructural changes in prodromal dementia with Lewy bodies compared to normal ageing: Multiparametric quantitative MRI evidences,humans,Healthy elderly;Dementia with Lewy bodies,diffusion MRI,,,single study,,,voxel-wise comparisons,,DLB prodromal patients vs healthy elderly,yes,yes,yes,Lewy Body Dementia
39793681,A systematic review of diffusion tensor imaging and tractography in dementia with Lewy bodies and Parkinsons disease dementia,,Parkinsons disease without cognitive impairment;Dementia with Lewy Bodies;Healthy controls;Parkinsons Disease Dementia,diffusion MRI,,,review,,,,,,yes,no,yes,Parkinson's Disease Dementia;Lewy Body Dementia
35942744,Coupling analysis between functional and structural brain networks in Alzheimers disease,humans,mild cognitive impairment;normal controls;Alzheimer's disease,rsfMRI;DTI,,,single study,,,partial correlation;Pearsons correlation;multiple comparison,,Alzheimer's disease vs mild cognitive impairment vs normal controls,yes,yes,yes,Alzheimers Disease
35850650,Application of Diffusion Tensor Imaging Based on Automatic Fiber Quantification in Alzheimers Disease,humans,Normal controls;Alzheimer's disease,diffusion MRI,Cingulum;Uncinate Fasciculus;Superior Longitudinal Fasciculus,,single study,FA;MD,,logistic regression;ROC curves,increase,Alzheimer's patients vs normal controls,yes,yes,yes,Alzheimers Disease
31585367,Tracking white matter degeneration in asymptomatic and symptomatic MAPT mutation carriers,humans,MAPT mutation carriers;noncarriers,diffusion MRI,frontotemporal projections;limbic tracts;Entorhinal WM,,single study,FA;MD,,,increase,asymptomatic vs symptomatic MAPT mutation carriers,yes,yes,no,
37670319,Orphanet Journal of Rare Diseases,humans,Phelan-McDermid syndrome,diffusion tensor imaging;magnetic resonance imaging,Cingulum;Corticospinal Tract;Splenium,,single study,,,,decrease,Phelan-McDermid syndrome patients,yes,yes,no,
39132759,Leptin bioavailability and markers of brain atrophy and vascular injury in the middle age,humans,Healthy controls,MRI,,,single study,FA,,,,,no,yes,no,
24282593,Associations between White Matter Microstructure and Cognitive Performance in Old and Very Old Age,humans,elderly persons,diffusion MRI,Global,,single study,FA;MD,,structural equation modeling,no mention,associations between white matter microstructure and cognitive performance in elderly persons,yes,yes,no,
24838230,Cognitive impairments associated with periventricular white matter hyperintensities are mediated by cortical atrophy,humans,Subjects with PWMHs;Healthy controls,dMRI;MRI,,,single study,,,,,subjects with PWMHs vs healthy controls,yes,yes,no,
38796858,Loss of white matter integrity mediates the association between cortical cerebral microinfarcts and cognitive dysfunction: A longitudinal study,humans,,diffusion MRI;Anatomical MRI,,,single study,FA;MD,,linear mixed-effect models,decrease,cortical CMIs and cognitive function,yes,yes,no,
32814228,"Diffusion imaging in dementia with Lewy bodies: Associations with amyloid burden, atrophy, vascular factors and clinical features",humans,dementia with Lewy bodies;Healthy controls;Alzheimer's disease,PET;diffusion MRI;Anatomical MRI,,Tract-Based Spatial Statistics,single study,FA;MD,,voxelwise statistical analysis,decrease,dementia with Lewy bodies patients vs controls,yes,yes,yes,Lewy Body Dementia
29276677,NeuroImage: Clinical,humans,older hypertensive patients,FDG-PET;diffusion MRI,,,single study,ADC,,correlation,,older hypertensive patients with subjective memory complaints and cognitive performance,yes,yes,yes,Alzheimers Disease
23839862,In Vivo Parahippocampal White Matter Pathology as a Biomarker of Disease Progression to Alzheimers Disease,humans,Mild cognitive impairment;No cognitive impairment;Alzheimer's disease,diffusion MRI,Parahippocampal Cingulum,,single study,FA;MD;RD,,voxelwise analysis;discriminant analysis,decrease,MCI vs AD vs NCI,yes,yes,yes,Alzheimers Disease
32310161,Structural Brain Changes in Pre-Clinical FTD MAPT Mutation Carriers,humans,,diffusion MRI;Anatomical MRI,,,single study,,,,,MAPT mutation carriers vs controls,yes,yes,no,
37284868,Presumed periventricular venous infarction on magnetic resonance imaging and its association with increased white matter edema in CADASIL,humans,CADASIL,diffusion tensor imaging;magnetic resonance imaging,,,single study,FW,,correlation,decrease,PPVI patients vs non-PPVI patients,yes,yes,no,Cerebral Small Vessel Disease
32170607,White matter changes from mild cognitive impairment to Alzheimers disease: a meta-analysis,humans,mild cognitive impairment;Alzheimer's disease,diffusion MRI,Uncinate Fasciculus;Inferior Fronto-Occipital Fasciculus;Corpus Callosum;Cingulum Bundle;Inferior Longitudinal Fasciculus,,review,FA,,standardized mean difference,decrease,MCI vs Alzheimer's disease,yes,yes,yes,Alzheimers Disease
29236820,Integrity of white matter structure is related to episodic memory performance in the low-educated elderly Memória e integridade da substância branca em idosos de baixa escolaridade,humans,low-educated elderly,,,,single study,,,,,relationship between white matter integrity and episodic memory performance in low-educated elderly,no,yes,no,
38538220,Association of Retinal Nerve Fiber Layer Thickness with Brain Microstructural Changes in Participants with White Matter Hyperintensities,humans,older adults with WMH;Healthy controls,optical coherence tomography;diffusion MRI;MRI,Superior Longitudinal Fasciculus,,single study,FA,,correlation,decrease,older adults with WMH vs controls,yes,yes,no,Dementia
33067382,"Normalization of Cerebral Blood Flow, Neurochemicals, and White Matter Integrity after Kidney Transplantation",humans,patients with ESKD;healthy controls,diffusion tensor imaging;magnetic resonance imaging,,,single study,FA;MD,,linear mixed model,increase,patients with ESKD vs healthy controls,yes,yes,no,
35226303,Plasma neurofilament light levels correlate with white matter damage prior to Alzheimers disease: results from ADNI,humans,mild cognitive impairment,diffusion MRI,Fornix;Cingulum;Hippocampal Cingulum;Corona Radiata;Uncinate Fasciculus;Corpus Callosum;Thalamic Radiation;Internal Capsule;Fronto-Occipital Fasciculus,,single study,FA;MD;AxD;RD,MNI,linear regression,decrease,plasma NFL levels and WM microstructure,yes,yes,no,Mild Cognitive Impairment
32898610,Diffusion Tensor ImagingeBased Analysis of Baseline Neurocognitive Function and Posttreatment White Matter Changes in Pediatric Patients With Craniopharyngioma Treated With Surgery and Proton Therapy,humans,pediatric patients with craniopharyngioma,diffusion MRI,,,single study,,,tract-based spatial statistics,decrease,pediatric patients with craniopharyngioma vs controls in neurocognitive performance,yes,yes,no,
25497085,Longitudinal change in white matter microstructure in Huntingtons disease: The IMAGE-HD study,humans,premanifest Huntington's disease;healthy controls;symptomatic Huntington's disease,diffusion MRI,Cingulum;Corpus Callosum,,single study,FA;AD;RD,,regression,decrease,symptomatic HD vs pre-HD;symptomatic HD vs controls,yes,yes,no,Huntingtons disease
