pmcid,table_id,table_label,table_caption,table_foot,n_header_rows,table_data_file
6072645,t0015,Table 3,ROC characteristics.,Presymptomatic FTD mutation carriers versus controls classification. Multimodal represents the best combination from our step-wise multimodal procedure (i.e. WMD & AxD). Bold: best-performing model. Italic: mean AUC significantly higher than chance level after family-wise error rate correction.Abbreviations: AxD: axial diffusivity; FA: fractional anisotropy; FCor: full correlations between ICA components; FWER Corr: family-wise error rate corrected; GMD: grey matter density; MD: mean diffusivity; PCor: L1-regularised partial correlations between ICA components; RD: radial diffusivity; WMD: white matter density; AUC: area under the ROC curve.,1,articles/e10/pmcid_6072645/tables/table_002.csv
6072645,t0020,Table 4,Multimodal classification performance.,"Mean AUC values from 50 repetitions. Multimodal models result from step-wise addition of measures to the best performing classification model of the previous step, starting with the best performing single MRI measure (i.e. RD). Bold: best performing model. Italic: mean AUC significantly higher than chance level after family-wise error rate correction.Abbreviations: AxD: axial diffusivity; FA: fractional anisotropy; FCor: full correlations between ICA components; GMD: grey matter density; MD: mean diffusivity; PCor: L1-regularised partial correlations between ICA components; RD: radial diffusivity; WMD: white matter density; AUC: area under the ROC curve.",1,articles/e10/pmcid_6072645/tables/table_003.csv
7151065,healthcare-08-00057-t001,Table 1,Demographic Data.,Abbreviation: a—The p value was obtained using a two-sample two-tailed t-test; b—The p-value was obtained using non-parametric (Mann–Whitney) test. Note: MMSE: The Mini-Mental State Exam; MoCA: The Montreal Cognitive Assessment.,2,articles/29d/pmcid_7151065/tables/table_000.csv
7151065,healthcare-08-00057-t002,Table 2,Topological parameters of brain functional networks used in this study.,"(Notes: Cp: clustering coefficient; Lp: characteristic path length; Eloc: local efficiency; Eglob: global efficiency; S, K: sparsity (S) and wiring cost (K); a: a scalar parameter, a; Kc: a cutoff degree, Kc; Knodal: degree of a node; Cp-nodal: nodal cluster coefficient; Eloc-nodal: nodal local efficiency; Enodal: nodal efficiency).",1,articles/29d/pmcid_7151065/tables/table_001.csv
7151065,healthcare-08-00057-t003,Table 3,Comparison of network attributes between Tai Chi group and Walking group.,Notes: Lp: Shortest Path Length; Cp: Aggregation Coefficient; sigma: small-world Attribute; λ: normalized characteristic path length of network; γ: normalized clustering coefficient; Eloc: Local Efficiency. Eglob: Global Efficiency; M = mean; SD = standard deviation. *p < 0.05.,2,articles/29d/pmcid_7151065/tables/table_002.csv
11917016,Tab1,Table 1,Correlation between ALPS indices and amyloid beta42/40 ratio,"Abbreviations: ALPS_R, ALPS_L: calculated ALPS index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS index, by calculating the mean of Index for right and left hemishphere; adj-R²: adjusted R²; SE: Standard error; * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex, years of education and diagnose (ADvsHC) as confounding variables",3,articles/5fc/pmcid_11917016/tables/table_000.csv
11917016,Tab2,Table 2,Correlation between ALPS indices and amyloid beta42/40 ratio in AD group,"Abbreviations: ALPS_R, ALPS_L: calculated ALPS index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS index, by calculating the mean of Index for right and left hemishphere; adj-R²: adjusted R²; SE: Standard error; * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex, and years of education as confounding variables",3,articles/5fc/pmcid_11917016/tables/table_001.csv
11917016,Tab3,Table 3,Group differences between AD (Alzheimers diesease dementia patients) and HC (healthy controls) in the DTI_ALPS-Index,"Abbreviation: ALPS_R, ALPS_L: calculated ALPS-Index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS-Index, by calculating the mean of Index for right and left hemisphere. SD: Standard deviation.* significant difference with P < 0.05. Participants with WMH contamination of the ALPS calculation were omitted from the analysis. Calculated using an ANOVA adjusted for age and sex",1,articles/5fc/pmcid_11917016/tables/table_002.csv
11917016,Tab4,Table 4,Correlation between ALPS indices and Amyloid-beta 42,"Abbreviations: ALPS_R, ALPS_L: calculated ALPS index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS index, by calculating the mean of Index for right and left hemishphere; adj-R2: adjusted R2; SE: Standard error; * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex years of education and diagnose (ADvsHC) as confounding variables",3,articles/5fc/pmcid_11917016/tables/table_003.csv
11917016,Tab5,Table 5,Correlation between ALPS indices and Amyloid-beta 42 in AD,"Abbreviations: ALPS_R, ALPS_L: calculated ALPS index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS index, by calculating the mean of Index for right and left hemishphere; adj-R2: adjusted R2; SE: Standard error; * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex, and years of education as confounding variables",3,articles/5fc/pmcid_11917016/tables/table_004.csv
11917016,Tab6,Table 6,Correlation between ALPS indices and WMH found in the 5 mm-sphere- ROI in the 3 cohorts,"Abbreviations: ALPS_R, ALPS_L: calculated ALPS-Index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS-Index, by calculating the mean of Index for right and left hemishphere. * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex, diagnose and years of education as confounding variable",3,articles/5fc/pmcid_11917016/tables/table_005.csv
11917016,Tab7,Table 7,Correlation between ALPS indices and WMH found in the 5 mm-sphere- ROI with the 3 cohorts combined (n = 48),"Abbreviations: aR ²= adjusted R squared; SE: Standard Error; ALPS_R, ALPS_L: calculated ALPS-Index on right R and left L hemisphere of the brain. ALPS_comb: combined ALPS-Index, WMH_R, WMH_L: volume of WMH in 5 mm sphere ROI on right and left hemisphere, WMH_comb: left and right side combined. * significant difference with P < 0.05. Calculated with multivariate linear regression analyses, using age, sex, diagnose and cohort as confounding variable",3,articles/5fc/pmcid_11917016/tables/table_006.csv
7851406,t0005,Table 1,Demographic Information for UKBB sample used in this research. Controls were derived as subjects with no self-reported psychiatric or neurological illness.,,1,articles/9f1/pmcid_7851406/tables/table_000.csv
6664227,t0005,Table 1,Demographics and clinical data of TBI patients.,"Table of patient demographics and psychiatric classification (MDD = Major depressive disorder, NON-MDD = no classification of major depressive disorder). PTA = Post-traumatic amnesia. RTA = Road traffic accident. OD = once daily.",1,articles/977/pmcid_6664227/tables/table_000.csv
6664227,t0010,Table 2,Neuropsychology performance for TBI patients and controls.,"Mean and SD of neuropsychological test scores for patients and controls are presented. WMS-II=Wechsler memory scale, second edition. LM = Logical memory. WTAR = Wechsler adult test of reading, WASI=Wechsler abbreviated scale of intelligence.",1,articles/977/pmcid_6664227/tables/table_001.csv
7321261,molecules-25-02472-t001,Table 1,Demographic information of the subjects.,(1) Keys: AD—Alzheimer’s disease; MCI—mild cognitive impairment; NC—normal control; and CDR—Clinical Dementia Rating. (2) Data is presented as means ± standard deviations. Statistical group significance was obtained using Kruskal–Wallis test [28].,1,articles/31b/pmcid_7321261/tables/table_000.csv
7321261,molecules-25-02472-t002,Table 2,Resulting p-values of differences across three groups evaluated by different measures on DK68 parcellation.,Keys: AD—Alzheimer’s disease; MCI—mild cognitive impairment; NC—normal controls; IPF—integrated persistent feature; BNP—Betti number plot; CPL—characteristic path length; GE—global efficiency; NS—nodal strength; Mod—modularity; CC—clustering coefficient; and EC—eigenvector centrality.,1,articles/31b/pmcid_7321261/tables/table_001.csv
7321261,molecules-25-02472-t003,Table 3,Resulting p-values of differences across three groups validated by three parcellations.,"(1) Parcellations: DK84, Desikan-Killiany atlas with 84 regions [31]; AAL90, automated anatomical labeling atlas with 90 regions [38]; DK272, subdivision Desikan-Killiany atlas with 272 regions [40]. (2) Keys: AD, Alzheimer’s disease; MCI, mild cognitive impairment; NC, normal controls; IPF, integrated persistent feature; BNP, Betti number plot; CPL, characteristic path length; GE, global efficiency; NS, nodal strength; Mod, modularity; CC, clustering coefficient; EC, eigenvector centrality. (3) Significances: a, p < 0.01; b, 0.01 ≤ p < 0.05; c, 0.05 ≤ p < 0.1; ns, p ≥ 0.1. (4) Trends: ↑, AD > NC or MCI > NC or AD > MCI; ↓, AD ≤ NC or MCI ≤ NC or AD ≤ MCI.",1,articles/31b/pmcid_7321261/tables/table_002.csv
7321261,molecules-25-02472-t004,Table 4,Resulting p-values of differences validated by different connectivity definitions.,Keys: AD—Alzheimer’s disease; MCI—mild cognitive impairment; NC—normal controls; FA—fractional anisotropy; IPF—integrated persistent feature; BNP—Betti number plot; CPL—characteristic path length; GE—global efficiency; NS—nodal strength; Mod—modularity; CC—clustering coefficient; and EC—eigenvector centrality.,1,articles/31b/pmcid_7321261/tables/table_003.csv
7163793,cns13283-tbl-0001,Table 1,"Successful identification rate for each of 20 fiber tracts in HC, WMH‐NC and WMH‐MCI","Abbreviations: AF_L, left arcuate fasciculus; AF_R, right arcuate fasciculus; ATR_L, left anterior thalamic radiation; ATR_R, right left anterior thalamic radiation; CC_L, left cingulum cingulate; CC_R, right cingulum cingulate; CH_L, left cingulum hippocampus; CH_R, right cingulum hippocampus; CST_L, left corticospinal tract; CST_R, right corticospinal tract; HC, health control; IFOF_L, left inferior fronto‐occipital fasciculus; IFOF_R, right inferior fronto‐occipital fasciculus; ILF_L, left inferior longitudinal fasciculus; ILF_R, right inferior longitudinal fasciculus; MCI, mild cognitive impairment; NC, normal cognition; SLF_L, left superior longitudinal fasciculus; SLF_R, right superior longitudinal fasciculus; UF_L, left uncinate fasciculus; UF_R, right uncinate fasciculus; WMH, white matter hyperintensities.",2,articles/b34/pmcid_7163793/tables/table_000.csv
